region,zone,woreda,adm3_pcode,hf_name,hf_id,otp_admitted_t1,otp_admitted_t2,otp_active_t1,otp_active_t2,lmri_t1_days,lmri_t2_days,lmri_t1_critical (0/1),lmri_t2_critical (0/1),lmri_delta (t2_days - t1_days),reporting_months_t1,reporting_months_t2,data_reliability_score_t2 (reporting_months_t2 / 6),low_data_flag (1 si DRS < 0.5),rutf_supply_modality_t1,rutf_supply_modality_t2
Somali,Fafan,Harshin,ET050207,Lafo islamod,ET050207|lafo islamod|01,16,11,1,1,12.0,34.0,0.0,1.0,22.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Dabyil wayine,ET050207|dabyil wayine|01,11,15,1,1,18.0,30.0,0.0,0.0,12.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Kaboqoray,ET050207|kaboqoray|01,4,11,1,1,34.0,38.0,1.0,1.0,4.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Xabrir,ET050207|xabrir|01,12,15,1,1,15.0,45.0,0.0,1.0,30.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Darbiga,ET050207|darbiga|01,12,15,1,1,14.0,40.0,0.0,1.0,26.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Bali case,ET050207|bali case|01,14,14,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Gaboble,ET050207|gaboble|01,14,9,1,1,15.0,42.0,0.0,1.0,27.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Cilmi xir,ET050207|cilmi xir|01,13,17,1,1,14.0,46.0,0.0,1.0,32.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Dhan cade,ET050207|dhan cade|01,7,10,1,1,15.0,30.0,0.0,0.0,15.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Masjidka,ET050207|masjidka|01,17,12,1,1,18.0,41.0,0.0,1.0,23.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Carare,ET050207|carare|01,18,9,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Lankayir,ET050207|lankayir|01,33,29,1,1,12.0,35.0,0.0,1.0,23.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Candhodhaxe,ET050207|candhodhaxe|01,5,4,1,1,0.0,60.0,0.0,1.0,60.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Masle,ET050207|masle|01,5,14,1,1,14.0,45.0,0.0,1.0,31.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Cafufely,ET050207|cafufely|01,7,10,1,1,17.0,40.0,0.0,1.0,23.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Kam hashin,ET050207|kam hashin|01,21,16,1,1,12.0,38.0,0.0,1.0,26.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Abuker ahmed,ET050207|abuker ahmed|01,20,21,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Bali Gubadle,ET050207|bali gubadle|01,1,3,1,1,17.0,40.0,0.0,1.0,23.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Bali aman,ET050207|bali aman|01,20,15,1,1,0.0,40.0,0.0,1.0,40.0,,,,,0.0,0.0
Somali,Fafan,Kabribayah,ET050206,Danaba,ET050206|danaba|01,35,12,1,1,10.0,15.0,0.0,0.0,5.0,,,,,1.0,0.0
Somali,Fafan,Harshin,ET050207,Barwaqo,ET050207|barwaqo|01,4,13,1,1,12.0,49.0,0.0,1.0,37.0,,,,,0.0,0.0
Somali,Fafan,Kabribayah,ET050206,Hunbuq,ET050206|hunbuq|01,14,9,1,1,0.0,7.0,0.0,0.0,7.0,,,,,1.0,0.0
Somali,Fafan,Harshin,ET050207,Dawacley,ET050207|dawacley|01,8,6,1,1,15.0,50.0,0.0,1.0,35.0,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Qaydar,ET050207|qaydar|01,3,5,1,1,12.0,38.0,0.0,1.0,26.0,,,,,0.0,0.0
Somali,Fafan,Kabribayah,ET050206,gila,ET050206|gila|01,22,20,1,1,15.0,29.0,0.0,0.0,14.0,,,,,1.0,0.0
Somali,Fafan,Harshin,ET050207,Qunyar daga,ET050207|qunyar daga|01,0,0,0,0,,,,,,,,,,0.0,0.0
Somali,Fafan,Harshin,ET050207,Cumer,ET050207|cumer|01,0,0,0,0,,,,,,,,,,0.0,0.0
Somali,Fafan,Kabribayah,ET050206,garbahare,ET050206|garbahare|01,18,8,1,1,7.0,45.0,0.0,1.0,38.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,guyow,ET050206|guyow|01,47,42,1,1,7.0,45.0,0.0,1.0,38.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,gumar,ET050206|gumar|01,22,18,1,1,7.0,30.0,0.0,0.0,23.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,risle,ET050206|risle|01,30,0,1,0,7.0,,0.0,,,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Quudlay,ET050206|quudlay|01,21,6,1,1,14.0,45.0,0.0,1.0,31.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Garbi,ET050206|garbi|01,8,7,1,1,7.0,45.0,0.0,1.0,38.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,hare,ET050206|hare|01,0,15,0,1,,7.0,,0.0,,,,,,0.0,0.0
Somali,Fafan,Kabribayah,ET050206,Saliidle,ET050206|saliidle|01,0,17,0,1,,15.0,,0.0,,,,,,0.0,0.0
Somali,Fafan,Kabribayah,ET050206,garbile,ET050206|garbile|01,0,18,0,1,,15.0,,0.0,,,,,,0.0,0.0
Somali,Fafan,Kabribayah,ET050206,gobyarta,ET050206|gobyarta|01,16,20,1,1,22.0,20.0,0.0,0.0,-2.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Carancarka,ET050206|carancarka|01,20,12,1,1,0.0,15.0,0.0,0.0,15.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Siyaarada,ET050206|siyaarada|01,19,12,1,1,18.0,10.0,0.0,0.0,-8.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Dulcad,ET050206|dulcad|01,21,10,1,1,7.0,15.0,0.0,0.0,8.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,bushale,ET050206|bushale|01,10,4,1,1,7.0,7.0,0.0,0.0,0.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Wadabo,ET050206|wadabo|01,0,13,0,1,,7.0,,0.0,,,,,,0.0,0.0
Somali,Fafan,Kabribayah,ET050206,goljano,ET050206|goljano|01,10,0,1,0,0.0,,0.0,,,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,dibile,ET050206|dibile|01,12,0,1,0,15.0,,0.0,,,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,adadi,ET050206|adadi|01,16,0,1,0,12.0,,0.0,,,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Bancade,ET050206|bancade|01,16,0,1,0,0.0,,0.0,,,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Fadayga,ET050206|fadayga|01,10,8,1,1,6.0,45.0,0.0,1.0,39.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,diniqa,ET050206|diniqa|01,0,13,0,1,,30.0,,0.0,,,,,,0.0,0.0
Somali,Fafan,Kabribayah,ET050206,egato,ET050206|egato|01,13,8,1,1,0.0,40.0,0.0,1.0,40.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,bariisle,ET050206|bariisle|01,15,6,1,1,14.0,14.0,0.0,0.0,0.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,qotoroble,ET050206|qotoroble|01,20,4,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Qaaxa,ET050206|qaaxa|01,22,10,1,1,0.0,10.0,0.0,0.0,10.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Farda HC,ET050206|farda hc|01,50,20,1,1,0.0,45.0,0.0,1.0,45.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Wadoabaared,ET050206|wadoabaared|01,30,19,1,1,10.0,7.0,0.0,0.0,-3.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Dhurwale,ET050206|dhurwale|01,55,34,1,1,7.0,30.0,0.0,0.0,23.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Harta shekh,ET050206|harta shekh|01,60,40,1,1,7.0,25.0,0.0,0.0,18.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Warabajiro,ET050206|warabajiro|01,39,21,1,1,7.0,60.0,0.0,1.0,53.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Labashag,ET050206|labashag|01,26,20,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Maragajo,ET050206|maragajo|01,17,5,1,1,14.0,90.0,0.0,1.0,76.0,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Allaybaday,ET050206|allaybaday|01,13,0,1,0,10.0,,0.0,,,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Madhedhlay,ET050206|madhedhlay|01,17,0,1,0,20.0,,0.0,,,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Dhalandhiga,ET050206|dhalandhiga|01,9,0,1,0,15.0,,0.0,,,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Duriya,ET050206|duriya|01,0,0,0,0,,,,,,,,,,0.0,0.0
Somali,Fafan,Kabribayah,ET050206,Qabri anteno,ET050206|qabri anteno|01,0,0,0,0,,,,,,,,,,0.0,0.0
Somali,Fafan,Kabribayah,ET050206,Gorgoorka,ET050206|gorgoorka|01,0,0,0,0,,,,,,,,,,0.0,0.0
Somali,Fafan,Kabribayah,ET050206,Dacawalay,ET050206|dacawalay|01,10,0,1,0,27.0,,0.0,,,,,,,1.0,0.0
Somali,Fafan,Kabribayah,ET050206,Dhidin,ET050206|dhidin|01,13,0,1,0,21.0,,0.0,,,,,,,1.0,0.0
Oromia,West Hararghe,Mieso,ET040901,Mieso,ET040901|mieso|01,0,0,0,0,,,,,,,,,,,
Oromia,West Hararghe,Mieso,ET040901,Fayo,ET040901|fayo|01,15,22,1,1,25.0,30.0,0.0,0.0,5.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Mieso,ET040901|mieso|02,31,41,1,1,14.0,21.0,0.0,0.0,7.0,,,,,0.0,1.0
Somali,Afder,Charati,ET050802,Hararbo,ET050802|hararbo|01,27,16,1,1,60.0,30.0,1.0,0.0,-30.0,,,,,0.0,1.0
Somali,Afder,Dolo-Bay,ET050808,Ededmi  health center,ET050808|ededmi health center|01,32,29,1,1,2.0,3.0,0.0,0.0,1.0,,,,,1.0,1.0
Tigray,North Western,Tahtay Koraro,ET010104,Adigdad,ET010104|adigdad|01,19,17,1,1,0.0,87.0,0.0,1.0,87.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Asebot,ET040901|asebot|01,0,0,0,0,,,,,,,,,,,
Oromia,West Hararghe,Mieso,ET040901,Asebot,ET040901|asebot|02,0,0,0,0,,,,,,,,,,,
Somali,Afder,Hargelle,ET050806,Drindir HC,ET050806|drindir hc|01,25,43,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Somali,Afder,Charati,ET050802,Yahanbar,ET050802|yahanbar|01,28,17,1,1,23.0,20.0,0.0,0.0,-3.0,,,,,0.0,1.0
Somali,Afder,Dolo-Bay,ET050808,Dollo bay health center,ET050808|dollo bay health center|01,61,67,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Tigray,North Western,Adidaero,ET010111,My besa,ET010111|my besa|01,9,12,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,North Western,Tahtay Koraro,ET010104,Beles,ET010104|beles|01,3,4,1,1,0.0,87.0,0.0,1.0,87.0,,,,,1.0,1.0
Tigray,North Western,Tahtay Koraro,ET010104,Mayadrasha,ET010104|mayadrasha|01,5,2,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,North Western,Tahtay Koraro,ET010104,Kelakl,ET010104|kelakl|01,18,13,1,1,20.0,14.0,0.0,0.0,-6.0,,,,,1.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Waltane,ET040901|waltane|01,0,0,0,0,,,,,,,,,,,
Oromia,West Hararghe,Mieso,ET040901,Orfo,ET040901|orfo|01,12,16,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Gulufa,ET040901|gulufa|01,16,20,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Tokuma,ET040901|tokuma|01,11,9,1,1,30.0,21.0,0.0,0.0,-9.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Huse Mandera,ET040901|huse mandera|01,17,9,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Somali,Afder,Dolo-Bay,ET050808,Hundudu health center,ET050808|hundudu health center|01,14,17,1,1,40.0,60.0,1.0,1.0,20.0,,,,,0.0,0.0
Somali,Afder,Bare,ET050807,Bare,ET050807|bare|01,77,35,1,1,60.0,180.0,1.0,1.0,120.0,,,,,0.0,0.0
Tigray,North Western,Laelay Koraro,ET010104,Selekleka Health Center,ET010104|selekleka health center|01,14,6,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Tigray,North Western,Tahtay Koraro,ET010104,S.koyetsa,ET010104|s.koyetsa|01,9,21,1,1,0.0,60.0,0.0,1.0,60.0,,,,,1.0,1.0
Tigray,Eastern,Tsirae Wemberta,ET010315,Liguda,ET010315|liguda|01,6,9,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Subhasaesie,ET010303,Gablen HP,ET010303|gablen hp|01,10,12,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Eastern,Subhasaesie,ET010303,Adikelebess HC,ET010303|adikelebess hc|01,14,8,1,1,30.0,0.0,0.0,0.0,-30.0,,,,,0.0,0.0
Tigray,Eastern,Subhasaesie,ET010303,Kuma sewha,ET010303|kuma sewha|01,8,7,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,West Hararghe,Mieso,ET040901,Buri Mulu,ET040901|buri mulu|01,18,10,1,1,20.0,0.0,0.0,0.0,-20.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Watane,ET040901|watane|01,15,17,1,1,0.0,14.0,0.0,0.0,14.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Kikiliftu,ET040901|kikiliftu|01,11,31,1,1,0.0,14.0,0.0,0.0,14.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Dirba,ET040901|dirba|01,17,20,1,1,35.0,14.0,1.0,0.0,-21.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Dire Beloo,ET040901|dire beloo|01,12,27,1,1,20.0,30.0,0.0,0.0,10.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Sodoma Goro Misira,ET040901|sodoma goro misira|01,13,15,1,1,5.0,0.0,0.0,0.0,-5.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Gorbo,ET040901|gorbo|01,9,15,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Bililo,ET040901|bililo|01,31,23,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,1.0
Tigray,North Western,Tahtay Koraro,ET010104,Adikokob,ET010104|adikokob|01,7,3,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,North Western,Adidaero,ET010111,Tsahayo,ET010111|tsahayo|01,22,33,1,1,0.0,1.0,0.0,0.0,1.0,,,,,1.0,1.0
Tigray,North Western,Tahtay Koraro,ET010104,Wuhdet,ET010104|wuhdet|01,2,10,1,1,0.0,14.0,0.0,0.0,14.0,,,,,1.0,1.0
Tigray,Eastern,Subhasaesie,ET010303,Sinkata,ET010303|sinkata|01,23,8,1,1,14.0,0.0,0.0,0.0,-14.0,,,,,0.0,0.0
Tigray,Eastern,Tsaeda Emba,ET010314,Tsankanet,ET010314|tsankanet|01,10,25,1,1,27.0,0.0,0.0,0.0,-27.0,,,,,0.0,0.0
Tigray,Eastern,Tsirae Wemberta,ET010315,Tsabat,ET010315|tsabat|01,20,10,1,1,0.0,150.0,0.0,1.0,150.0,,,,,1.0,1.0
Tigray,Eastern,Tsaeda Emba,ET010314,Guemse,ET010314|guemse|02,11,6,1,1,30.0,0.0,0.0,0.0,-30.0,,,,,0.0,0.0
Tigray,Eastern,Tsirae Wemberta,ET010315,Era,ET010315|era|01,31,16,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Tsirae Wemberta,ET010315,Kihen,ET010315|kihen|01,19,12,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,North Western,Tahtay Koraro,ET010104,Maytimket,ET010104|maytimket|01,9,7,1,1,0.0,55.0,0.0,1.0,55.0,,,,,1.0,1.0
Tigray,Eastern,Tsirae Wemberta,ET010315,Agulae,ET010315|agulae|01,77,20,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Oda Keneni,ET040901|oda keneni|01,14,4,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Tigray,North Western,Tsimbla,ET010113,Lemlem,ET010113|lemlem|01,22,23,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,North Western,Tsimbla,ET010113,Debremariam,ET010113|debremariam|01,32,18,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,North Western,Tsimbla,ET010113,Debre abay,ET010113|debre abay|01,38,22,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Somali,Afder,Hargelle,ET050806,Af-ade health center,ET050806|af-ade health center|01,63,38,1,1,30.0,60.0,0.0,1.0,30.0,,,,,0.0,0.0
Tigray,North Western,Tahtay Koraro,ET010104,Semema,ET010104|semema|01,8,4,1,1,0.0,60.0,0.0,1.0,60.0,,,,,1.0,1.0
Tigray,North Western,Tsimbla,ET010113,Hintset,ET010113|hintset|01,23,11,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,North Western,Tsimbla,ET010113,Miebale,ET010113|miebale|01,31,26,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Tsirae Wemberta,ET010315,Mayweini,ET010315|mayweini|01,35,14,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Tsirae Wemberta,ET010315,Debre Birhan,ET010315|debre birhan|01,31,15,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,North Western,Asgede,ET010105,Zelazle health post,ET010105|zelazle health post|01,26,26,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Tigray,Eastern,Tsirae Wemberta,ET010315,Fudus,ET010315|fudus|01,18,8,1,1,0.0,30.0,0.0,0.0,30.0,,,,,1.0,1.0
Tigray,Eastern,Subhasaesie,ET010303,Sewne,ET010303|sewne|01,34,19,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,North Western,Laelay Koraro,ET010104,Adikemalek,ET010104|adikemalek|01,17,24,1,1,14.0,0.0,0.0,0.0,-14.0,,,,,0.0,0.0
Tigray,North Western,Asgede,ET010105,Hitsats health postp,ET010105|hitsats health postp|01,50,39,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Asebot,ET040901|asebot|03,30,28,1,1,25.0,39.0,0.0,1.0,14.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Kurfa Sawa,ET040901|kurfa sawa|01,28,31,1,1,15.0,30.0,0.0,0.0,15.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Dennebe Hunde Nisoma,ET040901|dennebe hunde nisoma|01,25,27,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Cacole,ET040901|cacole|01,12,18,1,1,25.0,14.0,0.0,0.0,-11.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Cobi,ET040901|cobi|01,19,9,1,1,25.0,41.0,0.0,1.0,16.0,,,,,0.0,1.0
Tigray,North Western,Adidaero,ET010111,A bladay,ET010111|a bladay|01,78,68,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Subhasaesie,ET010303,Tahtay zban,ET010303|tahtay zban|01,9,3,1,1,21.0,15.0,0.0,0.0,-6.0,,,,,0.0,0.0
Tigray,North Western,Adidaero,ET010111,Hadegti,ET010111|hadegti|01,5,16,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0
Tigray,North Western,Laelay Koraro,ET010104,Hakfen,ET010104|hakfen|01,4,6,1,1,30.0,21.0,0.0,0.0,-9.0,,,,,0.0,0.0
Tigray,Eastern,Subhasaesie,ET010303,Kuhale,ET010303|kuhale|01,22,13,1,1,30.0,14.0,0.0,0.0,-16.0,,,,,0.0,0.0
Tigray,North Western,Asgede,ET010105,Mayferes health post,ET010105|mayferes health post|01,6,2,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,North Western,Tsimbla,ET010113,Zenakude,ET010113|zenakude|01,25,15,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,West Hararghe,Mieso,ET040901,Hamaresa,ET040901|hamaresa|01,17,23,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Haromaro Deyima,ET040901|haromaro deyima|01,13,15,1,1,23.0,0.0,0.0,0.0,-23.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Dire Kora,ET040901|dire kora|01,12,31,1,1,12.0,40.0,0.0,1.0,28.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Harkoncha,ET040901|harkoncha|01,27,33,1,1,0.0,40.0,0.0,1.0,40.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Oda Roba,ET040901|oda roba|01,13,8,1,1,24.0,0.0,0.0,0.0,-24.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Hunde Misoma,ET040901|hunde misoma|01,25,24,1,1,18.0,30.0,0.0,0.0,12.0,,,,,0.0,1.0
Tigray,North Western,Asgede,ET010105,Maysye health post,ET010105|maysye health post|01,13,11,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,North Western,Asgede,ET010105,Ksadgaba health center,ET010105|ksadgaba health center|01,13,13,1,1,0.0,7.0,0.0,0.0,7.0,,,,,1.0,1.0
Tigray,Eastern,Subhasaesie,ET010303,Hadush addi,ET010303|hadush addi|01,23,16,1,1,14.0,15.0,0.0,0.0,1.0,,,,,0.0,0.0
Tigray,Eastern,Subhasaesie,ET010303,Beleso,ET010303|beleso|01,16,12,1,1,14.0,40.0,0.0,1.0,26.0,,,,,0.0,0.0
Tigray,North Western,Laelay Koraro,ET010104,Adigieshti,ET010104|adigieshti|01,10,8,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Tigray,Eastern,Subhasaesie,ET010303,Hadush Hiwet,ET010303|hadush hiwet|01,45,26,1,1,30.0,21.0,0.0,0.0,-9.0,,,,,0.0,0.0
Tigray,Eastern,Subhasaesie,ET010303,Asmena,ET010303|asmena|01,30,6,1,1,45.0,14.0,1.0,0.0,-31.0,,,,,0.0,0.0
Tigray,North Western,Adidaero,ET010111,Selam,ET010111|selam|01,22,ND,1,1,0.0,180.0,0.0,1.0,180.0,,,,,1.0,0.0
Tigray,North Western,Tahtay Koraro,ET010104,A.menabr,ET010104|a.menabr|01,11,8,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,North Western,Asgede,ET010105,Smret health post,ET010105|smret health post|01,3,2,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Agamsa Chale,ET040901|agamsa chale|01,23,36,1,1,15.0,50.0,0.0,1.0,35.0,,,,,0.0,1.0
Oromia,West Hararghe,Mieso,ET040901,Itisa Roro,ET040901|itisa roro|01,6,8,1,1,10.0,40.0,0.0,1.0,30.0,,,,,0.0,1.0
Tigray,North Western,Asgede,ET010105,Laelay Adi Gebaro,ET010105|laelay adi gebaro|01,4,6,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,North Western,Asgede,ET010105,Myshek,ET010105|myshek|01,4,14,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,North Western,Asgede,ET010105,Edaga Hibret,ET010105|edaga hibret|01,25,14,1,1,30.0,0.0,0.0,0.0,-30.0,,,,,0.0,0.0
Tigray,North Western,Asgede,ET010105,T/Adigebaro,ET010105|t/adigebaro|01,7,13,1,1,30.0,60.0,0.0,1.0,30.0,,,,,0.0,0.0
Tigray,North Western,Adidaero,ET010111,Adi dearo,ET010111|adi dearo|01,23,50,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Subhasaesie,ET010303,Welwalo,ET010303|welwalo|01,22,11,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0
Tigray,Eastern,Subhasaesie,ET010303,Mezewle,ET010303|mezewle|01,6,8,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Eastern,Subhasaesie,ET010303,Welwalo,ET010303|welwalo|02,6,5,1,1,14.0,0.0,0.0,0.0,-14.0,,,,,0.0,0.0
Tigray,North Western,Adidaero,ET010111,A/abagie,ET010111|a/abagie|01,44,25,1,1,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,Eastern,Subhasaesie,ET010303,Sewne,ET010303|sewne|02,ND,10,1,1,14.0,21.0,0.0,0.0,7.0,,,,,0.0,0.0
Tigray,North Western,Asgede,ET010105,Dedebit health post,ET010105|dedebit health post|01,40,43,1,1,15.0,15.0,0.0,0.0,0.0,,,,,1.0,1.0
Tigray,North Western,Laelay Koraro,ET010104,Limeat HP,ET010104|limeat hp|01,10,9,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,North Western,Tsimbla,ET010113,Mizan,ET010113|mizan|01,44,29,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,North Western,Tsimbla,ET010113,Birhan,ET010113|birhan|01,21,16,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,North Western,Tsimbla,ET010113,Bonaqo,ET010113|bonaqo|01,21,18,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,North Western,Laelay Koraro,ET010104,Selekleka primary Hospital,ET010104|selekleka primary hospital|01,5,10,1,1,60.0,0.0,1.0,0.0,-60.0,,,,,0.0,0.0
