region,zone,woreda,adm3_pcode,hf_name,hf_id,otp_admitted_t1,otp_admitted_t2,otp_active_t1,otp_active_t2,lmri_t1_days,lmri_t2_days,lmri_t1_critical (0/1),lmri_t2_critical (0/1),lmri_delta (t2_days - t1_days),reporting_months_t1,reporting_months_t2,data_reliability_score_t2 (reporting_months_t2 / 6),low_data_flag (1 si DRS < 0.5),rutf_supply_modality_t1,rutf_supply_modality_t2
Oromia,East Hararghe,Gola Oda,ET041017,Biftu Negaya,ET041017|biftu negaya|01,22,20,1,1,25.0,30.0,0.0,0.0,5.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Dima Jeneta,ET041017|dima jeneta|01,49,53,1,1,25.0,20.0,0.0,0.0,-5.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Burqa Health Center,ET041017|burqa health center|01,101,64,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Dima Misra,ET041017|dima misra|01,44,42,1,1,25.0,120.0,0.0,1.0,95.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Golo Negaya,ET041017|golo negaya|01,32,23,1,1,35.0,30.0,1.0,0.0,-5.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Goro Abu,ET041017|goro abu|01,13,10,1,1,35.0,30.0,1.0,0.0,-5.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Goro Abu Health Center,ET041017|goro abu health center|01,33,12,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Megartu,ET041016|megartu|01,8,12,1,1,30.0,45.0,0.0,1.0,15.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Ifa Bate,ET041016|ifa bate|01,11,12,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mander 46 health center,ET060305|mander 46 health center|01,3,2,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Mander 46 HP,ET060305|mander 46 hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Areblija HC,ET041016|areblija hc|01,0,0,0,0,,,,,,,,,,,
Oromia,East Hararghe,Gurawa,ET041016,Milkawa,ET041016|milkawa|01,21,6,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Tigray,Central,Keyh-Tekli,ET010221,LIMAT HP,ET010221|limat hp|01,8,4,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Keyh-Tekli,ET010221,G/melisley HP,ET010221|g/melisley hp|01,36,26,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Keyh-Tekli,ET010221,Workamba HC (cluster pon),ET010221|workamba hc (cluster pon)|01,39,15,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Keyh-Tekli,ET010221,Dembela HP,ET010221|dembela hp|01,14,13,1,1,0.0,21.0,0.0,0.0,21.0,,,,,0.0,0.0
Tigray,Central,Keyh-Tekli,ET010221,Gelebeda HC,ET010221|gelebeda hc|01,45,32,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Keyh-Tekli,ET010221,Adi-ha HC,ET010221|adi-ha hc|01,11,15,1,1,0.0,14.0,0.0,0.0,14.0,,,,,0.0,0.0
Tigray,Central,Keyh-Tekli,ET010221,Wuhdet HP,ET010221|wuhdet hp|01,82,38,1,1,21.0,7.0,0.0,0.0,-14.0,,,,,0.0,0.0
Tigray,Central,Keyh-Tekli,ET010221,A/bkalsi HP,ET010221|a/bkalsi hp|01,26,33,1,1,0.0,14.0,0.0,0.0,14.0,,,,,0.0,0.0
Tigray,Central,Keyh-Tekli,ET010221,Dr.Ataklti HP,ET010221|dr.ataklti hp|01,22,9,1,1,7.0,0.0,0.0,0.0,-7.0,,,,,0.0,0.0
Tigray,Central,Keyh-Tekli,ET010221,Tsetsera HC,ET010221|tsetsera hc|01,43,13,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Keyh-Tekli,ET010221,Menji HP,ET010221|menji hp|01,25,14,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Keyh-Tekli,ET010221,Dabanew,ET010221|dabanew|01,52,47,1,1,30.0,0.0,0.0,0.0,-30.0,,,,,0.0,0.0
Tigray,Central,Keyh-Tekli,ET010221,Selam HP,ET010221|selam hp|01,22,9,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Abergelle Yechila,ET010210,Gruwre,ET010210|gruwre|01,23,21,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Abergelle Yechila,ET010210,Yechila primary hospital,ET010210|yechila primary hospital|01,41,27,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Abergelle Yechila,ET010210,E/rufael,ET010210|e/rufael|01,18,19,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Abergelle Yechila,ET010210,F/hiwot,ET010210|f/hiwot|01,15,30,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Abergelle Yechila,ET010210,Lemlem,ET010210|lemlem|01,26,28,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Abergelle Yechila,ET010210,N/birhan,ET010210|n/birhan|01,31,28,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Abergelle Yechila,ET010210,Hadnet,ET010210|hadnet|01,5,5,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Abergelle Yechila,ET010210,Simret,ET010210|simret|01,38,44,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Abergelle Yechila,ET010210,T/weyni,ET010210|t/weyni|01,15,11,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Abergelle Yechila,ET010210,Gera,ET010210|gera|01,24,50,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Abergelle Yechila,ET010210,Siye,ET010210|siye|01,47,47,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Abergelle Yechila,ET010210,Jijike,ET010210|jijike|01,28,8,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Abergelle Yechila,ET010210,Tseykeme,ET010210|tseykeme|01,13,17,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Tigray,Central,Abergelle Yechila,ET010210,Hidmo HP,ET010210|hidmo hp|01,6,17,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,Borena,Miyo,ET041216,Melbana Health post,ET041216|melbana health post|01,10,9,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,M/ Furda,ET041013|m/ furda|01,4,3,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Gorowodo,ET041013|gorowodo|01,8,10,1,1,35.0,0.0,1.0,0.0,-35.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Tirtiro Manguddo,ET041013|tirtiro manguddo|01,15,28,1,1,15.0,0.0,0.0,0.0,-15.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Rasa Jeneta,ET041013|rasa jeneta|01,26,22,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Furda,ET041013|furda|01,0,0,0,0,,,,,,,,,,,
Oromia,East Hararghe,Bedeno,ET041013,Ije biya,ET041013|ije biya|01,29,8,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Dadafurda,ET041013|dadafurda|01,13,12,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Meyra Gudina Hp,ET041016|meyra gudina hp|01,33,28,1,1,30.0,60.0,0.0,1.0,30.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Lafto Somolo Hp,ET041016|lafto somolo hp|01,26,22,1,1,30.0,60.0,0.0,1.0,30.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Dire Gemechu Hp,ET041016|dire gemechu hp|01,37,43,1,1,30.0,60.0,0.0,1.0,30.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Lafto Harawa Hp,ET041016|lafto harawa hp|01,23,25,1,1,30.0,45.0,0.0,1.0,15.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Mojo Sade Hp,ET041016|mojo sade hp|01,40,49,1,1,0.0,75.0,0.0,1.0,75.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Mojo Adano Hp,ET041016|mojo adano hp|01,19,12,1,1,30.0,60.0,0.0,1.0,30.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Mata Mojo Hp,ET041016|mata mojo hp|01,26,17,1,1,30.0,60.0,0.0,1.0,30.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Lafto Hc,ET041016|lafto hc|01,0,0,0,0,,,,,,,,,,,
Oromia,East Hararghe,Gurawa,ET041016,Megala Arba HC,ET041016|megala arba hc|01,0,0,0,0,,,,,,,,,,,
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Buldigilu HC,ET060306|buldigilu hc|01,3,3,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Duli HP,ET060306|duli hp|01,7,2,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Abango HP,ET060306|abango hp|01,6,4,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Buchi,ET060306|buchi|01,4,3,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Bambasi 02HP,ET060305|bambasi 02hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Bambasi o1 HP,ET060305|bambasi o1 hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Sonka Health post,ET060305|sonka health post|01,180,3,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Keshimado 4 HP,ET060305|keshimado 4 hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Kwshimado 4,ET060305|kwshimado 4|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Keshimado 1 HP,ET060305|keshimado 1 hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Keshimado 3 HP,ET060305|keshimado 3 hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,West Wollega,Gimbi,ET040103,Aba sena,ET040103|aba sena|01,2,7,1,1,45.0,90.0,1.0,1.0,45.0,,,,,0.0,0.0
Oromia,Borena,Guchi,ET041290,Luboma,ET041290|luboma|01,12,9,1,1,0.0,2.0,0.0,0.0,2.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Jematsa HP,ET060305|jematsa hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Oromia,West Wollega,Gimbi,ET040103,Wadesa warka,ET040103|wadesa warka|01,3,2,1,1,27.0,0.0,0.0,0.0,-27.0,,,,,0.0,0.0
Gambella,Agnuak,Gog,ET120203,Pinyudo primary hospital,ET120203|pinyudo primary hospital|01,18,10,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Beldush HP,ET060306|beldush hp|01,2,4,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,West Wollega,Gimbi,ET040103,Gambela 01,ET040103|gambela 01|01,0,8,0,1,,45.0,,1.0,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Ida dabus,ET060305|ida dabus|01,1,3,1,1,30.0,0.0,0.0,0.0,-30.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Buda salga HP,ET060305|buda salga hp|01,0,2,0,1,,120.0,,1.0,,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Chulul jiru Belina HP,ET041016|chulul jiru belina hp|01,13,8,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Lafto Ela Tatesa HP,ET041016|lafto ela tatesa hp|01,11,10,1,1,15.0,15.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Mojo Tasimo,ET041016|mojo tasimo|01,9,4,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Gurawa,ET041016,Mojo baledi HP,ET041016|mojo baledi hp|01,25,15,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Bedeno H/C,ET041013|bedeno h/c|01,0,0,0,0,,,,,,,,,,,
Oromia,East Hararghe,Bedeno,ET041013,Bedeno hospital,ET041013|bedeno hospital|01,0,0,0,0,,,,,,,,,,,
Benishangul Gumuz,Assosa,Bambasi,ET060305,sisa 2 HP,ET060305|sisa 2 hp|01,ND,ND,1,1,180.0,180.0,1.0,1.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Sisa 1 HP,ET060305|sisa 1 hp|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Ayanto HP,ET060305|ayanto hp|01,ND,ND,1,1,180.0,180.0,1.0,1.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Golema HP,ET060305|golema hp|01,ND,ND,1,1,180.0,180.0,1.0,1.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Shio HP,ET060305|shio hp|01,ND,9,1,1,180.0,60.0,1.0,1.0,-120.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Bambasi,ET060305,Bergosh HP,ET060305|bergosh hp|01,ND,ND,1,1,180.0,0.0,1.0,0.0,-180.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,Guya,ET010208|guya|01,31,0,1,0,0.0,,0.0,,,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Jirubelina HP,ET041013|jirubelina hp|01,29,22,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Burka Nagaya HP,ET041013|burka nagaya hp|01,31,18,1,1,15.0,0.0,0.0,0.0,-15.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Tortora gudda Hap,ET041013|tortora gudda hap|01,24,15,1,1,30.0,0.0,0.0,0.0,-30.0,,,,,0.0,0.0
Gambella,Itang Special woreda,Intang,ET120407,itang health center,ET120407|itang health center|01,13,10,1,1,0.0,10.0,0.0,0.0,10.0,,,,,0.0,0.0
Gambella,Itang Special woreda,Intang,ET120407,pol/birhane  selam,ET120407|pol/birhane selam|01,0,0,0,0,,,,,,,,,,0.0,0.0
Gambella,Itang Special woreda,Intang,ET120407,mera health post,ET120407|mera health post|01,0,0,0,0,,,,,,,,,,0.0,0.0
Gambella,Itang Special woreda,Intang,ET120407,pulkode health post,ET120407|pulkode health post|01,14,13,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Gambella,Itang Special woreda,Intang,ET120407,telul health post,ET120407|telul health post|01,0,0,0,0,,,,,,,,,,0.0,0.0
Gambella,Itang Special woreda,Intang,ET120407,wanky health post,ET120407|wanky health post|01,0,0,0,0,,,,,,,,,,0.0,0.0
Gambella,Itang Special woreda,Intang,ET120407,adong health post,ET120407|adong health post|01,0,0,0,0,,,,,,,,,,0.0,0.0
Gambella,Itang Special woreda,Intang,ET120407,leer health center,ET120407|leer health center|01,0,0,0,0,,,,,,,,,,0.0,0.0
Gambella,Itang Special woreda,Intang,ET120407,pukumu,ET120407|pukumu|01,0,0,0,0,,,,,,,,,,0.0,0.0
Gambella,Itang Special woreda,Intang,ET120407,Eliya health center,ET120407|eliya health center|01,0,0,0,0,,,,,,,,,,0.0,0.0
Gambella,Itang Special woreda,Intang,ET120407,Ebago health post,ET120407|ebago health post|01,0,0,0,0,,,,,,,,,,0.0,0.0
Gambella,Itang Special woreda,Intang,ET120407,Bazil health center,ET120407|bazil health center|01,20,15,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Gambella,Itang Special woreda,Intang,ET120407,watgach health post,ET120407|watgach health post|01,9,4,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Gambella,Itang Special woreda,Intang,ET120407,drong health post,ET120407|drong health post|01,17,15,1,1,6.0,8.0,0.0,0.0,2.0,,,,,0.0,0.0
Gambella,Itang Special woreda,Intang,ET120407,war health post,ET120407|war health post|01,14,18,1,1,6.0,7.0,0.0,0.0,1.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,Deber Genet,ET010208|deber genet|01,8,10,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,Simert,ET010208|simert|01,38,34,1,1,0.0,30.0,0.0,0.0,30.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,Zelakime,ET010208|zelakime|01,15,12,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Haro belina HP,ET041013|haro belina hp|01,15,31,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Weldiya Rammis,ET041013|weldiya rammis|01,24,22,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Bachek kela HP,ET041013|bachek kela hp|01,23,14,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Biyo Ramis HP,ET041013|biyo ramis hp|01,42,22,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Kushi mengl health center,0|kushi mengl health center|01,ND,3,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Afednsho,0|afednsho|01,5,6,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Selga21,0|selga21|01,0,1,0,1,,60.0,,1.0,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Oura,0,Tsentshalu,0|tsentshalu|01,1,1,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Meta Ramis HC,ET041013|meta ramis hc|01,0,0,0,0,,,,,,,,,,,
Oromia,East Hararghe,Bedeno,ET041013,Meta Ramis Hp,ET041013|meta ramis hp|01,76,54,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Gololcha Ramis Hp,ET041013|gololcha ramis hp|01,45,37,1,1,15.0,0.0,0.0,0.0,-15.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Dirota Ramis Hp,ET041013|dirota ramis hp|01,33,40,1,1,15.0,0.0,0.0,0.0,-15.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Manguddo Ramis Hp,ET041013|manguddo ramis hp|01,35,59,1,1,15.0,0.0,0.0,0.0,-15.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,Shelum Ememi,ET010208|shelum ememi|01,41,12,1,1,0.0,60.0,0.0,1.0,60.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,Merere,ET010208|merere|01,39,23,1,1,0.0,60.0,0.0,1.0,60.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,Chamo,ET010208|chamo|01,27,76,1,1,0.0,45.0,0.0,1.0,45.0,,,,,0.0,0.0
Tigray,Central,Kolla-tembien,ET010208,Yakar,ET010208|yakar|01,28,16,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Hariro Gulti Hp,ET041013|hariro gulti hp|01,11,6,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Dechatu Mojo Hp,ET041013|dechatu mojo hp|01,4,4,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Mojo Hamid Hp,ET041013|mojo hamid hp|01,18,10,1,1,15.0,0.0,0.0,0.0,-15.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Dodota Mojo Hp,ET041013|dodota mojo hp|01,17,12,1,1,15.0,0.0,0.0,0.0,-15.0,,,,,0.0,0.0
Oromia,East Hararghe,Bedeno,ET041013,Hariro Gulti H/c,ET041013|hariro gulti h/c|01,0,0,0,0,,,,,,,,,,,
Oromia,East Hararghe,Gola Oda,ET041017,Mojo Health Center,ET041017|mojo health center|01,0,0,0,0,,,,,,,,,,,
Oromia,East Hararghe,Gola Oda,ET041017,Mojo,ET041017|mojo|01,3,8,1,1,20.0,30.0,0.0,0.0,10.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Tirtiro Deneba,ET041017|tirtiro deneba|01,16,15,1,1,20.0,30.0,0.0,0.0,10.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Haranacha,ET041017|haranacha|01,69,55,1,1,20.0,30.0,0.0,0.0,10.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Jidomisra,ET041017|jidomisra|01,78,93,1,1,25.0,20.0,0.0,0.0,-5.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Satawa,ET041017|satawa|01,71,57,1,1,30.0,25.0,0.0,0.0,-5.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Bereda Lencha,ET041017|bereda lencha|01,61,74,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Chopi Degaga,ET041017|chopi degaga|01,70,84,1,1,45.0,0.0,1.0,0.0,-45.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Chopi Miawa,ET041017|chopi miawa|01,93,109,1,1,40.0,45.0,1.0,1.0,5.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Gowgoe,ET041017|gowgoe|01,64,88,1,1,40.0,40.0,1.0,1.0,0.0,,,,,0.0,0.0
Oromia,East Hararghe,Gola Oda,ET041017,Gowgow,ET041017|gowgow|01,61,72,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Gambella,Agnuak,Gog,ET120203,Oleny,ET120203|oleny|01,0,0,0,0,,,,,,,,,,0.0,0.0
Gambella,Agnuak,Gog,ET120203,Pochalla health center,ET120203|pochalla health center|01,6,2,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Gambella,Agnuak,Gog,ET120203,Thata Health Post,ET120203|thata health post|01,8,2,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,West Wollega,Mendi,ET040198,Mendi primary Hospital,ET040198|mendi primary hospital|01,0,0,0,0,,,,,,,,,,,
Oromia,West Wollega,Mena Sibu,ET040101,Wama Health center,ET040101|wama health center|01,12,15,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Kara wayu Afa Jabbi HP,ET040101|kara wayu afa jabbi hp|01,2,3,1,1,30.0,30.0,0.0,0.0,0.0,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Chala dabus HP,ET040101|chala dabus hp|01,5,7,1,1,30.0,60.0,0.0,1.0,30.0,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Guyo xayiba HP,ET040101|guyo xayiba hp|01,2,3,1,1,90.0,90.0,1.0,1.0,0.0,,,,,0.0,0.0
Oromia,West Wollega,Mena Sibu,ET040101,Wajeiti kiltu lubo HP,ET040101|wajeiti kiltu lubo hp|01,3,4,1,1,90.0,90.0,1.0,1.0,0.0,,,,,0.0,0.0
Gambella,Agnuak,Gog,ET120203,Agenga health post,ET120203|agenga health post|01,6,2,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Gambella,Agnuak,Gog,ET120203,Pwoljay health post,ET120203|pwoljay health post|01,5,0,1,0,0.0,,0.0,,,,,,,0.0,0.0
Gambella,Agnuak,Gog,ET120203,Gog dipach health center,ET120203|gog dipach health center|01,8,3,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Gambella,Agnuak,Gog,ET120203,Jingjor health post,ET120203|jingjor health post|01,2,3,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Gambella,Agnuak,Gog,ET120203,Athete health post,ET120203|athete health post|01,2,3,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Gambella,Agnuak,Gog,ET120203,Aukoy health post,ET120203|aukoy health post|01,5,4,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Gambella,Agnuak,Gog,ET120203,Okedi health post,ET120203|okedi health post|01,0,0,0,0,,,,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Buldigilu -01,ET060306|buldigilu -01|01,1,2,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Buldigilu-02,ET060306|buldigilu-02|01,0,1,0,1,,0.0,,0.0,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Belfudi,ET060306|belfudi|02,1,2,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Kunfi,ET060306|kunfi|01,2,0,1,0,0.0,,0.0,,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Alkashaf Hc,ET060306|alkashaf hc|01,9,12,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Alkashf HP,ET060306|alkashf hp|01,0,1,0,1,,0.0,,0.0,,,,,,0.0,0.0
Benishangul Gumuz,Assosa,Buldigilu,ET060306,Belmili Hp,ET060306|belmili hp|01,2,3,1,1,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
